"","ID","school","grade","age_T1","gender_T1","hsc1_T1","hsc2_T1","hsc3_T1","hsc4_T1","hsc5_T1","hsc6_T1","hsc7_T1","hsc8_T1","hsc9_T1","hsc10_T1","hsc11_T1","hsc12_T1","wb1_T1","wb2_T1","wb3_T1","wb4_T1","wb5_T1","ev1_T1","ev2_T1","age_T2","gender_T2","hsc1_T2","hsc2_T2","hsc3_T2","hsc4_T2","hsc5_T2","hsc6_T2","hsc7_T2","hsc8_T2","hsc9_T2","hsc10_T2","hsc11_T2","hsc12_T2","wb1_T2","wb2_T2","wb3_T2","wb4_T2","wb5_T2","ev1_T2","ev2_T2","age_T3","gender_T3","hsc1_T3","hsc2_T3","hsc3_T3","hsc4_T3","hsc5_T3","hsc6_T3","hsc7_T3","hsc8_T3","hsc9_T3","hsc10_T3","hsc11_T3","hsc12_T3","wb1_T3","wb2_T3","wb3_T3","wb4_T3","wb5_T3","ev1_T3","ev2_T3","age_T4","gender_T4","hsc1_T4","hsc2_T4","hsc3_T4","hsc4_T4","hsc5_T4","hsc6_T4","hsc7_T4","hsc8_T4","hsc9_T4","hsc10_T4","hsc11_T4","hsc12_T4","wb1_T4","wb2_T4","wb3_T4","wb4_T4","wb5_T4","ev1_T4","ev2_T4","eoe_T1","lst_T1","aes_T1","hsc_T1","eoe_T2","lst_T2","aes_T2","hsc_T2","eoe_T3","lst_T3","aes_T3","hsc_T3","eoe_T4","lst_T4","aes_T4","hsc_T4","hsc_onemonth","wb_T1","wb_T2","wb_T3","wb_T4","wb_onemonth","ev_T1","ev_T2","ev_T3","ev_T4","ev_onemonth"
"95",250,1,1,18,"0",5,3,4,3,5,4,6,4,7,7,4,3,3,2,2,1,2,-3,3,18,"0",6,6,7,7,7,7,7,6,7,7,7,7,3,2,3,0,2,0,-3,18,"0",3,6,6,7,6,7,7,7,7,7,6,7,3,2,3,1,2,3,-3,18,"0",3,5,6,6,5,5,6,6,6,7,7,7,3,3,2,2,1,3,-3,4.2,3.5,5.25,4.31666666666667,6.8,6.5,6.75,6.68333333333333,7,6,5.5,6.16666666666667,6,6,5.25,5.75,5.72916666666667,2,2,2.2,2.2,2.1,0,-1.5,0,0,-0.375
"96",251,1,1,19,"0",5,5,5,5,6,4,4,3,3,6,4,6,3,3,3,3,1,3,2,19,"0",4,4,4,5,5,5,4,3,3,7,4,6,2,2,2,1,2,-1,2,19,"0",4,4,5,6,6,5,4,4,3,7,4,6,2,2,2,1,3,-1,-1,19,"0",4,4,6,6,5,5,4,5,3,6,4,6,3,3,2,2,2,1,1,4.2,4.5,5.5,4.73333333333333,4.4,4,5,4.46666666666667,4.8,4,5.5,4.76666666666667,5,4,5.25,4.75,4.67916666666667,2.6,1.8,2,2.4,2.2,2.5,0.5,-1,1,0.75
"97",252,1,1,18,"1",6,5,7,5,7,5,6,5,4,6,5,5,4,3,4,2,3,2,3,18,"1",6,6,6,4,6,6,6,6,5,7,6,6,4,4,4,2,4,3,-3,18,"1",6,6,6,6,7,6,6,6,4,7,6,6,4,4,5,2,4,1,3,18,"1",6,7,7,6,7,7,6,7,4,7,5,6,4,4,5,2,4,3,3,4.8,5,6.5,5.43333333333333,5.4,6,6.25,5.88333333333333,5.6,6,6.5,6.03333333333333,6,6,6.75,6.25,5.9,3.2,3.6,3.8,3.8,3.6,2.5,0,2,3,1.875
"98",253,1,1,19,"1",6,4,7,4,7,3,6,5,6,7,3,3,4,3,.,1,2,3,-1,19,"1",6,4,7,2,7,5,4,4,7,7,3,5,5,3,3,1,3,-3,3,19,"1",7,5,7,4,7,6,6,5,4,7,5,6,3,2,4,0,3,-3,3,19,"1",6,6,7,5,7,6,5,5,7,7,4,5,4,1,3,1,2,3,-2,4.2,3.5,6.75,4.81666666666667,4.6,3.5,6.75,4.95,5,5,7,5.66666666666667,5.6,5,6.75,5.78333333333333,5.30416666666667,.,3,2.4,2.2,.,1,0,0,0.5,0.375
"99",254,1,1,18,"1",6,2,6,2,7,3,2,2,2,7,1,2,5,3,3,2,4,3,3,18,"1",5,2,6,2,7,2,2,2,2,7,2,5,5,5,4,3,2,3,-1,19,"1",6,2,7,2,7,2,2,2,2,7,1,3,5,5,3,3,1,3,3,19,"1",5,3,7,2,7,3,2,2,2,7,1,3,4,3,3,2,2,-3,2,2.2,1.5,6.5,3.4,2.6,2,6.25,3.61666666666667,2.2,1.5,6.75,3.48333333333333,2.4,2,6.5,3.63333333333333,3.53333333333333,3.4,3.8,3.4,2.8,3.35,3,1,3,-0.5,1.625
"100",255,1,1,18,"1",5,4,6,4,7,6,5,6,5,7,4,6,4,4,3,3,2,2,-2,18,"1",5,4,6,5,7,5,6,5,4,7,4,5,3,4,3,4,2,3,1,19,"1",5,5,7,6,7,5,6,5,5,7,4,5,4,4,4,4,4,3,3,19,"1",5,4,7,5,7,6,7,6,5,7,5,5,4,5,4,4,4,3,-2,5.4,4,6.25,5.21666666666667,4.8,4,6.25,5.01666666666667,5.2,4.5,6.5,5.4,5.4,4.5,6.5,5.46666666666667,5.275,3.2,3.2,4,4.2,3.65,0,2,3,0.5,1.375
"101",256,1,1,18,"0",5,2,5,2,5,2,3,2,4,5,3,2,3,3,2,2,3,3,3,18,"0",4,4,6,2,5,4,4,2,2,6,3,4,4,4,3,2,2,3,3,18,"0",3,3,7,3,7,3,3,3,3,6,3,3,4,4,4,4,4,3,3,18,"0",6,2,6,4,6,2,2,2,2,6,4,4,4,4,4,3,3,3,1,2.4,2.5,5,3.3,2.8,3.5,5.25,3.85,3,3,5.75,3.91666666666667,2.8,3,6,3.93333333333333,3.75,2.6,3,4,3.6,3.3,3,3,3,2,2.75
"102",257,1,1,19,"0",5,4,5,3,7,5,6,4,4,4,4,5,3,3,3,2,3,3,3,19,"0",5,4,4,5,7,5,4,4,5,6,5,5,3,3,2,2,2,3,2,19,"0",5,6,5,5,7,6,4,4,5,6,5,5,3,3,3,2,2,-1,3,19,"0",5,5,5,6,7,5,4,5,5,6,5,5,3,2,3,2,3,2,3,4.2,4,5.25,4.48333333333333,4.8,4.5,5.5,4.93333333333333,5,5.5,5.75,5.41666666666667,5.2,5,5.75,5.31666666666667,5.0375,2.8,2.4,2.6,2.6,2.6,3,2.5,1,2.5,2.25
"103",258,1,1,19,"0",3,6,7,5,7,6,4,5,2,7,7,3,3,2,3,2,3,3,3,19,"0",5,6,6,6,6,6,3,5,3,6,6,4,4,4,3,3,3,2,3,19,"0",5,6,6,5,6,6,2,4,6,7,6,6,4,4,3,2,3,-2,-2,19,"0",5,6,6,5,6,5,2,4,3,7,6,3,4,3,3,3,4,3,-3,4.2,6.5,6,5.56666666666667,4.8,6,5.75,5.51666666666667,5.4,6,6,5.8,4,6,6,5.33333333333333,5.55416666666667,2.6,3.4,3.2,3.4,3.15,3,2.5,-2,0,0.875
"104",259,1,1,18,"0",7,7,7,7,7,7,4,4,4,7,7,7,5,5,5,5,5,3,3,18,"0",7,7,7,7,7,7,4,7,4,7,7,7,3,5,5,5,5,3,2,18,"0",7,7,7,7,7,7,4,7,4,7,7,7,4,5,4,4,3,2,3,18,"0",4,7,7,7,7,7,4,7,4,7,7,7,4,5,5,5,4,2,2,5.8,7,7,6.6,6.4,7,7,6.8,6.4,7,7,6.8,6.4,7,6.25,6.55,6.6875,5,4.6,4,4.6,4.55,3,2.5,2.5,2,2.5
"105",260,1,1,18,"0",7,1,7,2,6,5,3,3,4,6,3,3,3,3,3,3,3,.,.,18,"0",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,.,.,18,"0",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,.,.,18,"0",4,4,5,3,5,6,6,5,3,3,6,6,2,4,2,3,2,.,.,3.4,2,6.5,3.96666666666667,4,4,4,4,4,4,4,4,4.6,5,4.25,4.61666666666667,4.14583333333333,3,3,3,2.6,2.9,.,.,.,.,.
"106",261,1,1,18,"0",4,4,7,4,7,6,2,2,2,7,2,7,4,3,2,2,2,-1,3,18,"0",5,3,7,5,7,4,2,3,5,7,1,7,4,4,4,4,4,-3,3,18,"0",6,1,6,4,7,5,1,3,1,7,1,6,5,5,5,1,2,-3,3,18,"0",5,2,7,6,7,6,1,4,1,7,2,6,3,1,2,0,2,0,0,4.2,3,6.25,4.48333333333333,4.8,2,6.5,4.43333333333333,3.8,1,6.5,3.76666666666667,4.6,2,6.5,4.36666666666667,4.2625,2.6,4,3.6,1.6,2.95,1,0,0,0,0.25
"107",262,1,1,18,"1",5,6,7,6,7,5,7,5,4,7,6,6,3,3,3,1,2,3,3,18,"1",5,7,7,6,7,5,7,5,4,7,7,6,4,4,4,3,2,3,3,18,"1",6,7,7,6,7,7,7,5,5,7,7,5,3,3,3,4,3,3,3,18,"1",6,7,7,5,7,6,7,6,5,7,7,6,3,3,2,3,3,3,2,5.2,6,6.5,5.9,5.2,7,6.5,6.23333333333333,5.6,7,6.75,6.45,5.6,7,6.75,6.45,6.25833333333333,2.4,3.4,3.2,2.8,2.95,3,3,3,2.5,2.875
"108",263,1,1,18,"1",4,5,7,1,5,5,4,6,2,7,7,7,5,5,2,2,5,3,-2,18,"1",4,7,7,1,6,3,4,2,2,7,7,7,5,5,5,5,5,3,-3,18,"1",4,7,7,4,7,4,4,4,2,7,7,4,5,4,3,2,1,3,-2,18,"1",5,7,7,3,7,3,4,3,1,7,7,4,5,5,5,5,5,3,-3,4.2,6,5.75,5.31666666666667,3,7,6,5.33333333333333,3.6,7,6.25,5.61666666666667,2.8,7,6.5,5.43333333333333,5.425,3.8,5,3,5,4.2,0.5,0,0.5,0,0.25
"109",264,1,1,18,"1",4,4,7,4,7,4,7,4,4,7,6,7,3,3,3,3,2,-3,3,18,"1",6,2,7,3,7,3,5,3,4,7,5,4,5,5,5,2,5,3,-2,18,"1",4,5,7,4,7,4,7,4,4,7,4,6,3,3,3,3,3,-3,3,18,"1",6,6,7,5,7,5,7,5,5,7,5,6,3,3,4,3,3,-3,3,4.6,5,6.25,5.28333333333333,3.4,3.5,6.75,4.55,4.4,4.5,6.25,5.05,5.2,5.5,6.75,5.81666666666667,5.175,2.8,4.4,3,3.2,3.35,0,0.5,0,0,0.125
"110",265,1,1,18,"1",4,6,5,2,7,5,7,6,2,7,7,6,3,2,3,5,3,-3,3,18,"1",5,5,6,4,7,6,7,4,3,7,5,7,4,5,4,5,4,3,3,18,"1",5,5,7,7,7,7,7,6,2,7,7,7,5,5,5,5,5,3,0,18,"1",5,5,7,3,7,3,7,6,3,7,7,7,5,5,5,5,5,3,-1,4.2,6.5,5.75,5.48333333333333,4.8,5,6.25,5.35,5.8,6,6.5,6.1,4.4,6,6.5,5.63333333333333,5.64166666666667,3.2,4.4,5,5,4.4,0,3,1.5,1,1.375
"111",266,1,1,18,"0",5,4,6,3,7,5,3,4,2,5,3,4,3,3,4,1,4,1,-3,18,"0",5,4,5,4,5,4,4,3,3,5,3,4,4,4,4,4,5,1,2,18,"0",5,5,5,5,6,5,4,5,4,6,4,4,4,4,4,3,3,2,-3,18,"0",5,5,5,6,6,5,5,5,3,6,3,6,4,4,4,1,4,3,-2,3.6,3.5,5.75,4.28333333333333,3.6,3.5,5,4.03333333333333,4.6,4.5,5.5,4.86666666666667,5,4,5.5,4.83333333333333,4.50416666666667,3,4.2,3.6,3.4,3.55,-1,1.5,-0.5,0.5,0.125
"112",267,1,1,18,"1",4,4,6,5,7,4,6,4,6,7,5,6,4,4,3,4,2,3,2,18,"1",4,5,6,5,7,5,6,6,6,7,6,6,3,3,3,4,2,3,3,18,"1",5,6,7,5,7,5,5,5,5,7,5,6,3,2,3,4,3,3,3,18,"1",5,5,6,5,7,5,6,5,6,7,5,6,3,2,3,2,1,3,3,5,4.5,6,5.16666666666667,5.6,5.5,6,5.7,5.2,5.5,6.5,5.73333333333333,5.4,5,6.25,5.55,5.5375,3.4,3,3,2.2,2.9,2.5,3,3,3,2.875
"113",268,1,1,18,"1",5,3,7,4,7,5,2,4,5,7,6,5,4,4,5,2,4,-1,3,18,"1",4,5,7,4,7,4,7,4,4,7,5,7,3,3,3,3,3,3,-3,18,"1",6,4,7,5,7,4,4,4,4,7,4,4,5,5,5,5,5,3,1,18,"1",6,2,7,4,7,5,6,4,6,7,4,5,5,5,5,5,5,-3,3,4.6,4.5,6.5,5.2,4.6,5,6.25,5.28333333333333,4.2,4,6.75,4.98333333333333,4.8,3,6.75,4.85,5.07916666666667,3.8,3,5,5,4.2,1,0,2,0,0.75
"114",269,1,1,18,"0",7,6,2,4,7,5,3,5,2,7,3,6,3,4,4,3,5,3,3,18,"0",6,5,1,5,7,6,3,5,4,7,5,6,4,4,5,5,4,3,-3,18,"0",6,5,6,4,3,5,6,5,5,7,5,7,5,4,5,5,4,3,0,18,"0",6,6,2,5,7,5,3,6,5,7,5,7,5,4,4,4,4,3,-3,4.4,4.5,5.75,4.88333333333333,5.2,5,5.25,5.15,5.2,5,5.5,5.23333333333333,5.6,5.5,5.5,5.53333333333333,5.2,3.8,4.4,4.6,4.2,4.25,3,0,1.5,0,1.125
